Time,Bits
11916,97
11922,97
11927,97
11933,97
11939,98
11945,98
11950,98
11956,98
11962,98
11968,98
11973,99
11979,99
11985,99
11991,99
11996,99
12002,100
12008,100
12014,100
12019,100
12025,100
12031,100
12037,101
12043,101
12048,101
12054,101
12060,101
12066,101
12072,102
12077,102
12083,102
12089,102
12095,102
12100,102
12106,103
12112,103
12118,103
12124,103
12129,103
12135,103
12141,103
12147,103
12153,104
12158,104
12164,104
12170,104
12176,104
12181,104
12187,104
12193,104
12199,104
12205,104
12210,104
12216,104
12222,104
12228,104
12234,104
12239,104
12245,104
12251,104
12257,104
12263,104
12268,104
12274,104
12280,104
12286,104
12291,104
12297,104
12303,104
12309,104
12315,104
12320,104
12326,104
12332,104
12338,104
12344,104
12349,104
12355,103
12361,103
12367,103
12373,103
12378,103
12384,103
12390,103
12396,103
12402,102
12407,102
12413,102
12419,102
12425,102
12431,102
12436,101
12442,101
12448,101
12454,101
12459,101
12465,101
12471,100
12477,100
12483,100
12488,100
12494,100
12500,100
12506,99
12512,99
12517,99
12523,99
12529,99
12534,98
12540,98
12546,98
12552,98
12557,98
12563,98
12569,97
12575,97
12580,97
12586,97
12592,97
12598,97
12603,96
12609,96
12615,96
12620,96
12626,96
12632,96
12638,96
12643,96
12649,95
12655,95
12661,95
12666,95
12672,95
12678,95
12684,95
12689,95
12695,95
12701,95
12707,95
12712,95
12718,95
12724,95
12729,95
12735,95
12741,95
12747,95
12752,95
12758,95
12764,95
12770,95
12775,95
12781,95
12787,95
12793,95
12798,95
12804,95
12810,95
12816,95
12821,95
12827,95
12833,95
12838,95
12844,95
12850,95
12856,96
12861,96
12867,96
12873,96
12879,96
12884,96
12890,96
12896,96
12902,97
12907,97
12913,97
12919,97
12925,97
12930,97
12936,98
12942,98
12947,98
12953,98
12959,98
12965,98
12970,99
12976,99
12982,99
12988,99
12993,99
12999,99
13005,100
13011,100
13016,100
13022,100
13028,100
13034,101
13040,101
13045,101
13051,101
13057,101
13063,101
13069,102
13074,102
13080,102
13086,102
13092,102
13097,102
13103,103
13109,103
13115,103
13121,103
13126,103
13132,103
13138,103
13144,103
13149,104
13155,104
13161,104
13167,104
13173,104
13178,104
13184,104
13190,104
13196,104
13202,104
13207,104
13213,104
13219,104
13225,104
13230,104
13236,104
13242,104
13248,104
13254,104
13259,104
13265,104
13271,104
13277,104
13283,104
13288,104
13294,104
13300,104
13306,104
13312,104
13317,104
13323,104
13329,104
13335,104
13341,104
13346,104
13352,104
13358,103
13364,103
13370,103
13375,103
13381,103
13387,103
13393,103
13398,102
13404,102
13410,102
13416,102
13422,102
13427,102
13433,102
13439,101
13445,101
13451,101
13456,101
13462,101
13468,101
13474,100
13480,100
13485,100
13491,100
13497,100
13503,99
13508,99
13514,99
13520,99
13526,99
13531,99
13537,98
13543,98
13549,98
13554,98
13560,98
13566,98
13572,97
13577,97
13583,97
13589,97
13594,97
13600,97
13606,96
13612,96
13617,96
13623,96
13629,96
13635,96
13640,96
13646,96
13652,95
13658,95
13663,95
13669,95
13675,95
13681,95
13686,95
13692,95
13698,95
13703,95
13709,95
13715,95
13721,95
13726,95
13732,95
13738,95
13744,95
13749,95
13755,95
13761,95
13767,95
13772,95
13778,95
13784,95
13789,95
13795,95
13801,95
13807,95
13812,95
13818,95
13824,95
13830,95
13835,95
13841,95
13847,95
13853,95
13858,96
13864,96
13870,96
13876,96
13881,96
13887,96
13893,96
13899,97
13904,97
13910,97
13916,97
13921,97
13927,97
13933,97
13939,98
13944,98
13950,98
13956,98
13962,98
13967,98
13973,99
13979,99
13985,99
13990,99
13996,99
14002,100
14008,100
14013,100
14019,100
14025,100
14031,100
14037,101
14042,101
14048,101
14054,101
14060,101
14066,101
14071,102
14077,102
14083,102
14089,102
14094,102
14100,102
14106,103
14112,103
14118,103
14123,103
14129,103
14135,103
14141,103
14146,103
14152,104
